VNUM	NAME	RANK	TYPE	BATTLE_TYPE	LEVEL	SIZE	AI_FLAG	MOUNT_CAPACITY	RACE_FLAG	IMMUNE_FLAG	EMPIRE	FOLDER	ON_CLICK	ST	DX	HT	IQ	DAMAGE_MIN	DAMAGE_MAX	MAX_HP	REGEN_CYCLE	REGEN_PERCENT	GOLD_MIN	GOLD_MAX	EXP	DEF	ATTACK_SPEED	MOVE_SPEED	AGGRESSIVE_HP_PCT	AGGRESSIVE_SIGHT	ATTACK_RANGE	DROP_ITEM	RESURRECTION_VNUM	ENCHANT_CURSE	ENCHANT_SLOW	ENCHANT_POISON	ENCHANT_STUN	ENCHANT_CRITICAL	ENCHANT_PENETRATE	RESIST_SWORD	RESIST_TWOHAND	RESIST_DAGGER	RESIST_BELL	RESIST_FAN	RESIST_BOW	RESIST_FIRE	RESIST_ELECT	RESIST_MAGIC	RESIST_WIND	RESIST_POISON	DAM_MULTIPLY	SUMMON	DRAIN_SP	MOB_COLOR	POLYMORPH_ITEM	SKILL_LEVEL0	SKILL_VNUM0	SKILL_LEVEL1	SKILL_VNUM1	SKILL_LEVEL2	SKILL_VNUM2	SKILL_LEVEL3	SKILL_VNUM3	SKILL_LEVEL4	SKILL_VNUM4	SP_BERSERK	SP_STONESKIN	SP_GODSPEED	SP_DEATHBLOW	SP_REVIVE
2546	부활한 아귀 마검사	S_KNIGHT	MONSTER	RANGE	84		AGGR,REVIVE	0	UNDEAD,ATT_DARK	CURSE,TERROR	0	zombie_ghost	0	63	93	123	34	196	365	16947	5	7	3608	5412	3116	98	130	130	100	2000	300	0	0	15	0	0	0	0	0	20	-5	-25	0	0	0	0	0	35	0	10	1.5	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	20
2547	부활한 아귀 장수	S_KNIGHT	MONSTER	MELEE	86		AGGR,STONESKIN	0	UNDEAD,ATT_DARK	CURSE,TERROR	0	zombie_general	0	124	100	80	30	200	371	17537	5	7	3680	5520	3180	100	135	130	100	2000	150	30196	0	20	5	0	0	0	0	20	0	-5	-25	0	0	0	0	40	0	10	1.8	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	20
2591	아귀대장군	S_KNIGHT	MONSTER	MELEE	89		AGGR,BERSERK,STONESKIN,DEATHBLOW,REVIVE	0	UNDEAD,ATT_DARK	STUN,SLOW,CURSE,TERROR	0	zombie_king	0	140	115	130	80	205	382	73770	10	10	17120	25680	32720	103	110	150	100	2000	150	0	0	30	10	0	0	15	10	40	40	35	40	40	40	0	0	60	0	10	2.5	2513	20	0	0	25	256	0	0	0	0	0	0	0	0	5	5	5	5	0
2592	아귀대장군	S_KNIGHT	MONSTER	MELEE	89		AGGR,BERSERK,STONESKIN,DEATHBLOW,REVIVE	0	UNDEAD,ATT_DARK	STUN,SLOW,CURSE,TERROR	0	zombie_king	0	140	115	130	80	205	382	73770	10	10	17120	25680	32720	103	110	150	100	2000	150	0	0	30	10	0	0	15	10	40	40	35	40	40	40	0	0	60	0	10	2.5	2513	20	0	0	25	256	0	0	0	0	0	0	0	0	5	5	5	5	0
2593	아귀대장군	S_KNIGHT	MONSTER	MELEE	89		AGGR,BERSERK,STONESKIN,DEATHBLOW,REVIVE	0	UNDEAD,ATT_DARK	STUN,SLOW,CURSE,TERROR	0	zombie_king	0	140	115	130	80	205	382	73770	10	10	17120	25680	32720	103	110	150	100	2000	150	0	0	30	10	0	0	15	10	40	40	35	40	40	40	0	0	60	0	10	2.5	2513	20	0	0	25	256	0	0	0	0	0	0	0	0	5	5	5	5	0
2594	아귀대장군	S_KNIGHT	MONSTER	MELEE	89		AGGR,BERSERK,STONESKIN,DEATHBLOW,REVIVE	0	UNDEAD,ATT_DARK	STUN,SLOW,CURSE,TERROR	0	zombie_king	0	140	115	130	80	205	382	73770	10	10	17120	25680	32720	103	110	150	100	2000	150	0	0	30	10	0	0	15	10	40	40	35	40	40	40	0	0	60	0	10	2.5	2513	20	0	0	25	256	0	0	0	0	0	0	0	0	5	5	5	5	0
2595	아귀대장군	S_KNIGHT	MONSTER	MELEE	89		AGGR,BERSERK,STONESKIN,DEATHBLOW,REVIVE	0	UNDEAD,ATT_DARK	STUN,SLOW,CURSE,TERROR	0	zombie_king	0	140	115	130	80	200	371	43770	10	10	0	0	32720	103	110	150	100	2000	150	0	0	30	10	0	0	15	10	40	40	35	40	40	40	0	0	60	0	10	2.0	2513	20	0	0	20	256	0	0	0	0	0	0	0	0	5	5	5	5	0
2596	아귀대장군	S_KNIGHT	MONSTER	MELEE	89		AGGR,BERSERK,STONESKIN,DEATHBLOW,REVIVE	0	UNDEAD,ATT_DARK	STUN,SLOW,CURSE,TERROR	0	zombie_king	0	140	115	130	80	200	371	43770	10	10	0	0	32720	103	110	150	100	2000	150	0	0	30	10	0	0	15	10	40	40	35	40	40	40	0	0	60	0	10	2.0	2513	20	0	0	20	256	0	0	0	0	0	0	0	0	5	5	5	5	0
2597	아귀왕 염천	KING	MONSTER	MELEE	91		AGGR,BERSERK,DEATHBLOW,REVIVE	0	UNDEAD,ATT_DARK	STUN,SLOW,CURSE,TERROR	0	zombie_god	0	150	120	150	90	209	388	114345	20	20	30520	45780	333600	105	110	150	100	2000	250	0	0	50	10	0	0	20	15	40	40	35	40	40	40	0	0	60	0	10	3.0	2595	30	0	0	20	257	25	258	0	0	0	0	0	0	10	10	10	10	0
2598	아귀대제 파황	KING	MONSTER	MELEE	91		AGGR,BERSERK,DEATHBLOW,REVIVE	0	UNDEAD,ATT_DARK	STUN,SLOW,CURSE,TERROR	0	zombie_bigboss2	0	150	120	150	90	209	388	924600	20	10	30520	45780	333600	105	110	150	100	2000	450	0	0	50	10	0	0	25	20	40	40	35	40	40	40	0	0	60	0	10	3.0	2596	30	0	0	10	257	20	259	0	0	0	0	0	0	15	15	15	15	0
2600	십이지 늑대	KNIGHT	MONSTER	MELEE	1		BERSERK,STONESKIN	0	ANIMAL,ATT_DARK		0	wolf	0	16	16	31	8	32	39	435	10	5	0	0	1	12	100	120	100	2000	175	0	0	10	0	0	0	0	0	30	30	30	30	30	30	0	0	50	0	0	1.0	0	0	130130130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2601	십이지 푸른늑대	S_KNIGHT	MONSTER	MELEE	1		BERSERK,STONESKIN	0	ANIMAL,ATT_DARK		0	wolf	0	24	33	32	8	42	51	1110	10	5	0	0	1	18	100	120	100	2000	175	0	0	10	0	0	0	0	0	30	30	30	30	30	30	0	0	50	0	0	2.0	0	0	130130130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2602	십이지 산경	S_KNIGHT	MONSTER	MELEE	1		BERSERK,STONESKIN	0	ANIMAL,ATT_DARK		0	mountain_dog_god	0	39	20	30	10	52	96	2940	10	5	0	0	1	35	100	140	100	2000	175	0	0	0	0	0	3	5	20	30	30	30	30	30	30	0	0	50	0	0	2.0	0	0	130130130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2603	십이지 궁병	PAWN	MONSTER	RANGE	1		BERSERK,STONESKIN	0	HUMAN,ATT_ELEC		0	bkarcher	0	22	29	15	7	46	70	506	10	5	0	0	1	25	60	130	35	2000	650	0	0	0	0	0	0	1	0	30	30	30	30	30	30	0	-50	0	0	0	1.0	0	0	130130130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2604	십이지 멧돼지	KNIGHT	MONSTER	MELEE	1		BERSERK,STONESKIN	0	ANIMAL,ATT_EARTH		0	wild_boar	0	35	17	26	9	30	56	610	10	5	0	0	1	16	100	120	100	2000	175	0	0	10	0	0	0	0	0	30	30	30	30	30	30	0	0	50	0	0	1.0	0	0	130130130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2605	십이지 붉은 멧돼지	S_KNIGHT	MONSTER	MELEE	1		BERSERK,STONESKIN	0	ANIMAL,ATT_EARTH		0	wild_boar	0	35	18	26	9	44	53	1192	10	5	0	0	1	19	100	120	100	2000	175	0	0	10	0	0	0	0	0	30	30	30	30	30	30	0	0	50	0	0	2.0	0	0	130130130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2606	십이지 저신 	S_KNIGHT	MONSTER	MELEE	1		BERSERK,STONESKIN	0	ANIMAL,ATT_EARTH		0	wild_boar_god	0	30	20	41	10	68	84	3069	10	5	0	0	1	37	100	140	100	2000	175	0	0	0	0	0	3	5	20	30	30	30	30	30	30	0	0	50	0	0	2.0	0	0	130130130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2607	십이지 미정	S_KNIGHT	MONSTER	MAGIC	1		BERSERK,STONESKIN	0	HUMAN,ATT_ELEC		0	bksecond	0	32	16	24	8	44	82	2076	10	5	0	0	1	28	100	150	100	2000	200	0	0	0	0	0	0	1	1	30	30	30	30	30	30	0	-50	50	0	0	2.0	0	0	130130130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2608	십이지 웅신	S_KNIGHT	MONSTER	TANKER	1		BERSERK,STONESKIN	0	ANIMAL,ATT_DARK		0	bear	0	32	22	43	11	72	88	3385	10	5	0	0	1	39	100	140	100	2000	175	0	0	0	0	0	3	5	20	30	30	30	30	30	30	0	0	50	0	0	2.0	0	0	130130130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2609	십이지 곰	KNIGHT	MONSTER	MELEE	1		BERSERK,STONESKIN	0	ANIMAL,ATT_DARK		0	bear	0	36	18	27	9	37	68	875	10	5	0	0	1	21	100	120	100	2000	175	0	0	10	0	0	0	0	0	30	30	30	30	30	30	0	0	50	0	0	1.0	0	0	130130130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2610	십이지 회색곰	S_KNIGHT	MONSTER	TANKER	1		BERSERK,STONESKIN	0	ANIMAL,ATT_DARK		0	bear	0	36	19	27	9	52	64	1659	10	5	0	0	1	25	100	120	100	2000	175	0	0	10	0	0	0	0	0	30	30	30	30	30	30	0	0	50	0	0	2.0	0	0	130130130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2611	십이지 불곰	S_KNIGHT	MONSTER	TANKER	1		BERSERK,STONESKIN	0	ANIMAL,ATT_DARK		0	bear	0	37	19	28	9	62	76	2342	10	5	0	0	1	31	100	120	100	2000	175	0	0	10	0	0	0	0	0	30	30	30	30	30	30	0	0	50	0	0	2.0	0	0	130130130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2612	십이지 은정	S_KNIGHT	MONSTER	MAGIC	1		BERSERK,STONESKIN	0	HUMAN,ATT_ELEC		0	bkthird	0	36	18	27	9	48	89	2453	10	5	0	0	1	31	100	150	100	2000	200	0	0	0	0	0	0	1	1	30	30	30	30	30	30	0	-50	50	0	0	2.0	0	0	130130130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2613	십이지 호신	S_KNIGHT	MONSTER	POWER	1		BERSERK,STONESKIN	0	ANIMAL,ATT_FIRE		0	tiger	0	23	45	34	11	67	100	3616	10	5	0	0	1	41	100	140	100	2000	175	0	0	0	0	0	3	5	20	30	30	30	30	30	30	-50	0	50	0	0	2.0	0	0	130130130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2614	십이지 호랑이	KNIGHT	MONSTER	POWER	1		BERSERK,STONESKIN	0	ANIMAL,ATT_FIRE		0	tiger	0	28	38	19	9	52	79	1342	10	5	0	0	1	29	100	120	100	2000	175	0	0	10	0	0	0	0	0	30	30	30	30	30	30	-50	0	50	0	0	1.0	0	0	130130130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2615	십이지 대호	S_KNIGHT	MONSTER	POWER	1		BERSERK,STONESKIN	0	ANIMAL,ATT_FIRE		0	tiger	0	39	30	20	10	53	98	2685	10	5	0	0	1	34	100	120	100	2000	175	0	0	10	0	0	0	0	0	30	30	30	30	30	30	-50	0	50	0	0	2.0	0	0	130130130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2616	십이지 세랑	S_KNIGHT	MONSTER	MAGIC	1		BERSERK,STONESKIN	0	HUMAN,ATT_ELEC		0	bkfourth	0	38	19	29	10	51	94	2692	10	5	0	0	1	33	100	150	100	2000	200	0	0	0	0	0	0	1	1	30	30	30	30	30	30	0	-50	50	0	0	2.0	0	0	130130130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2617	십이지 진희	S_KNIGHT	MONSTER	MAGIC	1		BERSERK,STONESKIN	0	HUMAN,ATT_ELEC		0	bkboss	0	42	21	31	10	55	101	3069	10	5	0	0	1	37	100	150	100	2000	200	0	0	0	0	0	0	1	1	30	30	30	30	30	30	0	-50	50	0	0	2.0	0	0	130130130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2618	십이지 새끼거미	PAWN	MONSTER	MELEE	1		BERSERK,STONESKIN	0	INSECT,ATT_DARK		0	spider_young	0	28	41	55	14	89	109	1949	10	5	0	0	1	50	100	100	50	2000	175	0	0	0	0	0	0	0	1	30	30	30	30	30	30	0	0	50	0	5	1.0	0	0	130130130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2619	십이지 독거미	PAWN	MONSTER	MELEE	1		BERSERK,STONESKIN	0	INSECT,ATT_DARK		0	spider_poison	0	47	57	29	14	82	123	2088	10	5	0	0	1	52	90	100	50	2000	175	0	0	0	0	3	0	0	1	30	30	30	30	30	30	0	0	50	0	5	1.0	0	0	130130130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2620	십이지 붉은거미	S_PAWN	MONSTER	MELEE	1		BERSERK,STONESKIN	0	INSECT,ATT_DARK		0	spider_redpoison	0	54	60	15	15	86	129	2769	10	5	0	0	1	55	110	100	50	2000	175	0	0	0	0	3	1	0	1	30	30	30	30	30	30	0	0	50	0	5	1.0	0	0	130130130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2621	십이지 집게거미	S_PAWN	MONSTER	MELEE	1		BERSERK,STONESKIN	0	INSECT,ATT_DARK		0	spider_nipper	0	56	31	56	16	100	122	2954	10	5	0	0	1	57	90	100	50	2000	175	0	0	0	0	0	0	0	1	30	30	30	30	30	30	0	0	50	0	5	1.0	0	0	130130130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2622	십이지 병정거미	S_PAWN	MONSTER	MELEE	1		BERSERK,STONESKIN	0	INSECT,ATT_DARK		0	spider_soldier	0	71	33	39	16	104	127	3146	10	5	0	0	1	59	80	120	50	2000	175	0	0	0	0	0	0	0	1	30	30	30	30	30	30	0	0	50	0	5	1.0	0	0	130130130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2623	십이지 화령	S_PAWN	MONSTER	MAGIC	1		BERSERK,STONESKIN	0	FIRE,ATT_FIRE		0	fire_ghost	0	85	43	64	21	132	161	5550	10	5	0	0	1	78	100	130	100	2000	850	0	0	0	0	0	0	15	20	30	30	30	30	30	30	-50	0	50	0	0	1.0	0	0	130130130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2624	십이지 투지범	KNIGHT	MONSTER	MELEE	1		BERSERK,STONESKIN	0	FIRE,ATT_FIRE		0	fire_tiger_boss	0	85	43	65	22	119	178	7592	10	5	0	0	1	79	100	130	100	2000	175	0	0	0	0	0	0	15	20	30	30	30	30	30	30	-50	0	50	0	0	2.0	0	0	130130130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2625	십이지 참마인	KNIGHT	MONSTER	POWER	1		BERSERK,STONESKIN	0	FIRE,ATT_FIRE		0	fire_man	0	86	43	65	22	105	195	7782	10	5	0	0	1	80	100	130	100	2000	175	0	0	0	0	0	0	15	20	30	30	30	30	30	30	-50	0	50	0	0	2.0	0	0	130130130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2626	십이지 태화무인	S_KNIGHT	MONSTER	POWER	1		BERSERK,STONESKIN	0	FIRE,ATT_FIRE		0	fire_knight	0	89	44	66	22	106	198	12459	10	5	0	0	1	81	100	130	100	2000	175	0	0	0	0	0	0	15	20	30	30	30	30	30	30	-50	0	50	0	0	2.0	0	0	130130130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2627	십이지 화염왕	KNIGHT	MONSTER	MELEE	1		BERSERK,STONESKIN	0	FIRE,ATT_FIRE		0	fire_king	0	91	46	66	23	109	203	51024	10	5	0	0	1	82	100	130	100	2000	175	0	0	0	0	0	50	15	20	30	30	30	30	30	30	-50	0	50	0	0	2.0	0	0	130130130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2628	십이지 진화염왕	KNIGHT	MONSTER	MELEE	1		BERSERK,STONESKIN	0	FIRE,ATT_FIRE		0	fire_king	0	91	46	66	23	110	205	356080	10	5	0	0	1	82	110	130	100	2000	150	0	0	0	0	0	50	15	20	30	30	30	30	30	30	-50	0	50	0	0	2.0	0	0	130130130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2629	십이지 오랑캐보병	PAWN	MONSTER	MELEE	1		BERSERK,STONESKIN	0	HUMAN,ATT_FIRE		0	barbarian_infantry	0	20	39	30	10	67	82	1404	10	5	0	0	1	36	108	150	50	2000	175	0	0	0	0	0	0	1	2	30	30	30	30	30	30	-50	0	50	0	0	1.0	0	0	130130130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2630	십이지 오랑캐졸개	PAWN	MONSTER	MELEE	1		BERSERK,STONESKIN	0	HUMAN,ATT_FIRE		0	barbarian_soldier	0	32	21	42	11	71	87	1625	10	5	0	0	1	40	108	110	50	2000	175	0	0	0	0	0	0	1	2	30	30	30	30	30	30	-50	0	50	0	0	1.0	0	0	130130130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2631	십이지 오랑캐궁수	S_PAWN	MONSTER	RANGE	1		BERSERK,STONESKIN	0	HUMAN,ATT_FIRE		0	barbarian_bow	0	23	46	17	12	68	102	1262	10	5	0	0	1	43	60	120	50	2000	850	0	0	0	0	0	0	1	2	30	30	30	30	30	30	-50	0	50	0	0	1.0	0	0	130130130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2632	십이지 오랑캐장수	KNIGHT	MONSTER	MELEE	1		BERSERK,STONESKIN	0	HUMAN,ATT_FIRE		0	barbarian_knight	0	47	24	35	12	78	95	2240	10	5	0	0	1	44	108	130	50	2000	175	0	0	0	0	0	0	3	2	30	30	30	30	30	30	-50	0	50	0	0	1.0	0	0	130130130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2633	십이지 비류단대장	KNIGHT	MONSTER	MELEE	1		BERSERK,STONESKIN	0	HUMAN,ATT_FIRE		0	barbarian_boss	0	40	27	54	13	68	126	18810	10	5	0	0	1	49	100	100	100	2000	175	0	0	0	0	0	0	50	15	30	30	30	30	30	30	-50	0	50	0	0	2.0	0	0	130130130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2634	십이지 빙마	S_PAWN	MONSTER	MAGIC	1		BERSERK,STONESKIN	0	ICE,ATT_ICE		0	ice_snow_monster	0	60	80	40	20	96	178	4602	10	5	0	0	1	70	80	100	100	2000	850	0	0	0	10	0	0	0	2	30	30	30	30	30	30	0	0	50	0	1	1.0	0	0	130130130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2635	십이지 얼음뿔범고래	S_PAWN	MONSTER	MELEE	1		BERSERK,STONESKIN	0	ICE,ATT_ICE		0	ice_snow_whale	0	61	81	40	20	125	153	4730	10	5	0	0	1	71	90	100	100	2000	175	0	0	0	10	0	0	0	2	30	30	30	30	30	30	0	0	50	0	1	1.0	0	0	130130130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2636	십이지 빙충	S_PAWN	MONSTER	MELEE	1		BERSERK,STONESKIN	0	ICE,ATT_ICE		0	ice_snow_insect	0	61	81	41	20	98	183	4861	10	5	0	0	1	72	100	100	100	2000	175	0	0	0	15	0	0	0	2	30	30	30	30	30	30	0	0	50	0	1	1.0	0	0	130130130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2637	십이지 설구	KNIGHT	MONSTER	MELEE	1		BERSERK,STONESKIN	0	ICE,ATT_ICE		0	ice_snow_dog	0	62	82	41	20	98	183	6482	10	5	0	0	1	72	100	100	100	2000	175	0	0	0	15	0	0	0	2	30	30	30	30	30	30	0	0	50	0	1	1.0	0	0	130130130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2638	십이지 빙인	KNIGHT	MONSTER	MELEE	1		BERSERK,STONESKIN	0	ICE,ATT_ICE		0	ice_snow_man	0	83	41	62	21	128	157	6660	10	5	0	0	1	73	80	100	100	2000	175	0	0	0	20	0	0	0	2	30	30	30	30	30	30	0	0	50	0	1	1.0	0	0	130130130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2639	십이지 설거인	KNIGHT	MONSTER	MELEE	1		BERSERK,STONESKIN	0	ICE,ATT_ICE		0	ice_snow_giant_man	0	84	63	42	21	101	188	6839	10	5	0	0	1	75	70	100	100	2000	175	0	0	0	20	0	0	0	2	30	30	30	30	30	30	0	0	50	0	1	1.0	0	0	130130130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2640	십이지 얼음고렘	S_KNIGHT	MONSTER	MELEE	1		BERSERK,STONESKIN	0	ICE,ATT_ICE		0	ice_snow_golem	0	99	97	42	21	101	188	10686	10	5	0	0	1	75	60	100	100	2000	175	0	0	0	20	0	0	0	2	30	30	30	30	30	30	0	0	50	0	1	2.0	0	0	130130130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2641	십이지 페넥여우	S_PAWN	MONSTER	MELEE	1		BERSERK,STONESKIN	0	DESERT,ATT_FIRE		0	fennec_fox	0	18	24	12	6	45	55	784	10	5	0	0	1	24	100	200	0	2000	175	0	0	0	0	0	0	0	5	30	30	30	30	30	30	-50	0	50	0	10	1.0	0	0	130130130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2642	십이지 대왕전갈	S_PAWN	MONSTER	MELEE	1		BERSERK,STONESKIN	0	DESERT,ATT_FIRE		0	giant_scorpion	0	41	51	30	13	65	120	2025	10	5	0	0	1	45	100	80	100	2000	175	0	0	0	0	0	0	0	5	30	30	30	30	30	30	-50	0	50	0	0	1.0	0	0	130130130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2643	십이지 반인반사검병	KNIGHT	MONSTER	MELEE	1		BERSERK,STONESKIN	0	INSECT,ATT_ELEC		0	snakeman_sword	0	82	62	41	21	137	206	6714	10	5	0	0	1	86	110	120	100	2000	150	0	0	0	0	5	1	5	0	30	30	30	30	30	30	0	-50	50	0	10	2.0	0	0	130130130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2644	십이지 반인반사궁병	KNIGHT	MONSTER	RANGE	1		BERSERK,STONESKIN	0	INSECT,ATT_ELEC		0	snakeman_bow	0	84	63	42	21	159	195	7149	10	5	0	0	1	89	110	120	100	2000	850	0	0	0	0	3	0	5	0	30	30	30	30	30	30	0	-50	50	0	10	2.0	0	0	130130130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2645	십이지 사막의무법자	S_KNIGHT	MONSTER	MELEE	1		BERSERK,STONESKIN	0	INSECT,ATT_ELEC		0	outlaw	0	87	65	43	22	164	201	7602	10	5	0	0	1	93	110	120	100	2000	150	0	0	0	0	3	0	5	0	30	30	30	30	30	30	0	-50	50	0	10	2.0	0	0	130130130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2646	십이지 흑풍단원	PAWN	MONSTER	MELEE	1		BERSERK,STONESKIN	0	HUMAN,ATT_WIND		0	thief1	0	36	18	27	9	62	75	981	10	5	0	0	1	31	100	110	50	2000	175	0	0	0	0	0	0	0	0	30	30	30	30	30	30	0	0	50	-50	0	1.0	0	0	130130130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2647	십이지 흑풍돌격대	PAWN	MONSTER	MELEE	1		BERSERK,STONESKIN	0	HUMAN,ATT_WIND		0	thief2	0	37	19	28	9	70	100	1027	10	5	0	0	1	32	80	150	50	2000	175	0	0	0	0	0	0	1	0	30	30	30	30	30	30	0	0	50	-50	0	1.0	0	0	130130130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2648	십이지 흑풍궁수	PAWN	MONSTER	RANGE	1		BERSERK,STONESKIN	0	HUMAN,ATT_WIND		0	thief3	0	30	39	10	10	67	82	818	10	5	0	0	1	34	60	150	50	2000	850	0	0	0	0	0	0	5	0	30	30	30	30	30	30	0	0	50	-50	0	1.0	0	0	130130130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2649	십이지 맹환	S_KNIGHT	MONSTER	TANKER	1		BERSERK,STONESKIN	0	HUMAN,ATT_ELEC		0	maenghwan	0	42	21	32	11	75	110	3201	10	5	0	0	1	38	100	130	100	2000	175	0	0	0	0	0	0	5	20	30	30	30	30	30	30	0	-50	50	0	0	2.0	0	0	130130130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2650	십이지 보우	S_KNIGHT	MONSTER	MELEE	1		BERSERK,STONESKIN	0	HUMAN,ATT_ELEC		0	bou	0	48	24	36	12	62	115	3911	10	5	0	0	1	43	100	130	100	2000	175	0	0	0	0	0	0	5	20	30	30	30	30	30	30	0	-50	50	0	0	2.0	0	0	130130130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2651	십이지 구패	S_KNIGHT	MONSTER	POWER	1		BERSERK,STONESKIN	0	HUMAN,ATT_ELEC		0	gupae	0	51	25	38	13	65	120	4219	10	5	0	0	1	45	100	130	100	2000	175	0	0	0	0	0	0	5	20	30	30	30	30	30	30	0	-50	50	0	0	2.0	0	0	130130130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2652	십이지 추흔	S_KNIGHT	MONSTER	MELEE	1		BERSERK,STONESKIN	0	HUMAN,ATT_ELEC		0	chuhen	0	57	43	29	14	72	133	5220	10	5	0	0	1	52	100	150	100	2000	300	0	0	0	0	0	0	5	30	30	30	30	30	30	30	0	-50	50	0	0	2.0	0	0	130130130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2653	십이지 전갈인간	KNIGHT	MONSTER	MELEE	1		BERSERK,STONESKIN	0	DESERT,ATT_DARK		0	scorpionman_sword	0	50	28	37	14	91	111	3228	10	5	0	0	1	51	110	120	100	2000	175	0	0	0	0	5	0	0	5	30	30	30	30	30	30	0	0	50	0	0	1.0	0	0	130130130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2654	십이지 전갈궁수	KNIGHT	MONSTER	RANGE	1		BERSERK,STONESKIN	0	DESERT,ATT_DARK		0	scorpionman_bow	0	59	30	22	15	95	116	2598	10	5	0	0	1	54	60	70	100	2000	850	0	0	0	0	5	0	5	5	30	30	30	30	30	30	0	0	50	0	0	1.0	0	0	130130130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2655	십이지 비마귀안	S_PAWN	MONSTER	MELEE	1		BERSERK,STONESKIN	0	DESERT,ATT_DARK		0	evil_eye	0	52	24	36	12	62	115	1877	10	5	0	0	1	43	100	100	100	2000	175	0	0	0	0	0	3	0	5	30	30	30	30	30	30	0	0	50	0	0	1.0	0	0	130130130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2656	십이지 청와병	S_PAWN	MONSTER	MELEE	1		BERSERK,STONESKIN	0	ATT_ICE		0	greenfrog_soldier	0	80	60	40	18	89	166	3990	10	5	0	0	1	65	100	110	100	2000	175	0	0	0	0	0	0	5	5	30	30	30	30	30	30	0	0	50	0	0	1.0	0	0	130130130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
