VNUM	LOCALE_NAME
5125	Güçlü Taþ Maymun
5126	Güçlü Altýn Maymun
5127	Güçlü Maymun Lider
5131	Zeki Küçük Maymun Asker
5132	Zeki Küçük Maymun Atýcý
5133	Zeki Küçük MaymunSavaþçý
5134	Zeki Küçük Maymun General
5141	Zeki Maymun Asker
5142	Zeki Maymun Atýcý
5143	Zeki Maymun Savaþçý
5144	Zeki Maymun General
5145	Zeki Taþ Maymun
5146	Zeki Maymun Lider
5151	Kötü Güçlü Maymun Asker
5152	Kötü Güçlü Maymun Atýcý
5153	Kötü Güçlü MaymunSavaþçý
5154	Kötü Güçlü Maymun General
5155	Kötü Güçlü Taþ Maymun
5156	Kötü Güçlü Altýn Maymun
5157	Kötü Güçlü Maymun Lider
5161	Kaya Maymun
5162	Yürüyen Maymun
5163	Maymun Lordu
5201	Yabani Köpek
5202	Yaban Domuzu
5203	Kýrmýzý Yaban Domuzu
5204	Ayý
5205	Kahverengi Ayý
5206	Siyah Ayý
5207	Aç Kahverengi Ayý
5208	Kaplan
5209	Beyaz Kaplan
6001	Kor Alev Hayaleti
6002	Kor Alev Kaplaný
6003	Kor Alev
6004	Kor Alev Savaþçýsý
6005	Kor Alev Kralý
6006	Kor Ateþ Golemi
6007	Kor Alev Sakallýsý
6008	Kor Alev Generali
6009	Kor Alev Lordu
6051	Ýgnatör
6091	Razadör
6101	Ayaz Kristali
6102	Ayaz Böceði
6103	Ayaz Adam
6104	Ayaz Yetisi
6105	Ayaz Golemi
6106	Ayaz Trolü
6107	Ayaz Sakal
6108	Ayaz Generali
6109	Ayaz Lordu
6110	Magma Yeti
6111	Magma Golemi
6112	Magma Böceði
6113	Magma Adamý
6114	Magma Kristali
6115	Magma Ejderi
6116	Ejderha Bekçisi Ýdall
6117	Ýdall'in Cellati
6118	Ejderha Heykeli
6151	Szel
6191	Nemere
6192	Jotun Thrym
6193	Ejderha Kraliçesi Meley
6201	Magma Yeti
6202	Magma Golemi
6203	Magma Böceði
6204	Magma Adamý
6205	Magma Kristali
6206	Magma Ejderi
6207	Ejderha Bekçisi Ýdall
6209	Ejderha Heykeli
6301	Ochao Savaþçýsý
6302	Ochao Askeri
6303	Ochao Büyücüsü
6304	Ochao Celladý
6305	Ochao Generali
6306	Güçlü Ochao Savaþçýsý
6307	Güçlü Ochao Askeri
6308	Güçlü Ochao Büyücüsü
6309	Güçlü Ochao Celladý
6310	Güçlü Ochao Generali
6391	Ochao Dükü
6392	Ochao Muhafýzý
6393	Güçlü Ochao Dükü
6394	Güçlü Ochao Muhafýzý
6401	En Tai Savaþçýsý
6402	En Tai Savaþçýsý
6403	En Tai Rahibi
6404	En Tai Þifacýsý
6405	En Tai Bekçisi
6406	En Tai Ýmhacýsý
6407	En Tai Hükümdarý
6408	Bagjanamu
6409	Ochao Þifacýsý
6410	Güçlü En Tai Savaþçýsý
6411	Güçlü En Tai Savaþçýsý
6412	Güçlü En Tai Rahibi
6413	Güçlü En Tai Þifacýsý
6414	Güçlü En Tai Ýmhacýsý
6415	Beran Setaou Etkinliði
6416	Nemere Etkinliði
6417	Razadör Etkinliði
6418	Jotun Thrym Etkinliði
6419	Kýrmýzý Ejderha Etkinl.
6420	Gölge Savaþçýsý
6421	Baashido
6422	Agoni Metini
6500	Ejderha Kralý Akzadur
6501	Ejderha Kralý Nafaroth
6502	Ejderha Kralý Exedyar
6503	Ejderha Kralý Ruilith
6504	Tyolduran
6513	Ejderha portalý
6514	Ejderha kralýna git
6515	Çýkýþ
7001	Maymun Asker
7002	Maymun Binici
7003	Gimu Maymun Asker
7004	Maymun Komutan
7005	Taþ Maymun
7006	Altýn Maymun
7007	Maymun General
7008	Tu-Gui Ýþçi
7009	Tu-Gui Asker Müfettiþ
7010	Tu-Gui Beyaz Komutan
7012	Bi-Ma-Gui-An
7013	Akrep Kral
7014	Zeki Akrep Adam
7015	Akrep Okçu
7016	Yýlan Kýlýççý
7017	Yýlan Okçu
7018	Çöl Haydutu
7019	Tu-Ji Asker
7020	Hwa-ryung
7021	Tu-Ji Serseri
7022	Cham-Ma
7023	Teawha-Mu
7024	Juk-gui
7025	Dung-Juk
7026	Juk-Mok
7027	Hwaryu Juk
7028	Siyah Juk-Guimok
7029	Buz Þeytaný
7030	Buz Boynuzlu Katil Balina
7031	Buz Böceði
7032	Seol-Gu
7033	Buz Adam
7034	Buz Devi
7035	Buz Golemi
7036	Buz Þeytaný
7037	Buz Boynuzlu Katil Balina
7038	Buz Böceði
7039	Seol-Gu
7040	Buz Adam
7041	Buz Devi
7042	Buz Golemi
7043	Buz Þeytaný
7044	Buz Boynuzlu Katil Balina
7045	Buz Böceði
7046	Seol-Gu
7047	Buz Adam
7048	Buz Devi
7049	Buz Golemi
7050	Çölün Uçan Gözü
7051	Kral Akrep
7052	Genç Akrep Adam
7053	Akrep Okçu
7054	Yýlan Kýlýççý
7055	Yýlan Okçu
7056	Çöl Haydutu
7057	Çölün Uçan Gözü
7058	Kral Akrep
7059	Genç Akrep Adam
7060	Akrep Okçu
7061	Yýlan Kýlýççý
7062	Yýlan Okçu
7063	Çöl Haydutu
7064	Çölün Uçan Gözü
7065	Kral Akrep
7066	Genç Akrep Adam
7067	Akrep Okçu
7068	Yýlan Kýlýççý
7069	Yýlan Okçu
7070	Çöl Haydutu
7071	Savaþ Kaplaný Kölesi
7072	Alev Hayaleti
7073	Savaþ Kaplaný
7074	Alev
7075	Alev Savaþçý
7076	Savaþ Kaplaný Kölesi
7077	Alev Hayaleti
7078	Savaþ Kaplaný
7079	Alev
7080	Alev Savaþçý
7081	Savaþ Kaplaný Kölesi
7082	Alev Hayaleti
7083	Savaþ Kaplaný
7084	Alev
7085	Alev Savaþçý
7086	Hayalet Aðaç Kökü
7087	Orman Perisi
7088	Hayalet Söðüt
7089	Kötü Aðaç
7090	Hayalet Aðaç Kökü
7091	Orman Perisi
7092	Hayalet Söðüt
7093	Kötü Aðaç
7094	Hayalet Aðaç Kökü
7095	Orman Perisi
7096	Hayalet Söðüt
7101	Top
7102	Top
7103	Ok Yaðmuru Mancýnýðý
7104	Ok Yaðmuru Mancýnýðý
7105	Kule
7106	Ocak
7107	Ocak
7108	Ocak
7109	Ocak
7110	Ocak
7111	Ocak
7112	Ocak
7113	Cheeta
7114	Kraton
7115	Charly
7116	Nini
7117	Zulu
7118	Maymun Savaþçýsý Deka
7119	Maymun Savaþçýsý Oba
7120	Kral Keung
7121	Kiros
7122	Manchu
7123	Sgok
7124	Ýndrik
8001	Üzüntü Metini
8002	Dövüþ Metini
8003	Savaþ Metini
8004	Hýrs Metini
8005	Siyah Metin
8006	Karanlýk Metin
8007	Kýskançlýk Metini
8008	Ruh Metini
8009	Gölge Metini
8010	Dayanýklýlýk Metini
8011	Þeytan Metini
8012	Lanet Metini
8013	Ölüm Metini
8014	Katil Metini
8015	Dayanýklýlýk Metini
8016	Þeytan Metini
8017	Lanet Metini
8018	Ölüm Metini
8019	Katil Metini
8020	Shinsoo Kayasý
8021	Jinno Kayasý
8022	Chunjo Kayasý
8023	Ýmparatorluk Kayasý
8024	Metin Pung-Ma
8025	Metin Ma-An
8026	Metin Tu-Young
8027	Metin Jeon-Un
8031	Dað Metini
8032	Ýntikam Metini
8033	Kimsesizlik Metini
8034	Kibir Metini
8035	Kurtuluþun Metin'i
8036	Hainliðin Metin'i
8037	Mutsuzluðun Metin'i
8038	Misilleme Metin'i
8039	Gurur Metini
8040	Hasetin Metin'i
8041	Paskalya Metini
8042	Paskalya Metini
8043	Paskalya Metini
8044	Paskalya Metini
8045	Paskalya Metini
8046	Paskalya Metini
8047	Paskalya Metini
8048	Paskalya Metini
8049	Paskalya Metini
8050	Paskalya Metini
8051	Iþýksýzlýk Metini
8052	Korluðun Metini
8053	Maðrurluðun Metini
8054	Öfkenin Metini
8055	Felaketin Metini
8056	Namertlik Metini
8057	Cehennem Ateþi Metini
8058	Ayaz Metini
8059	Aðaç Yaratýðý Metini
8060	Bal Kabaðý Metini
8061	Orman Metini
8101	Üzüntü Metini
8102	Dövüþ Metini
8103	Savaþ Metini
8104	Hýrs Metini
8105	Siyah Metin
8106	Karanlýk Metin
8107	Kýskançlýk Metini
8108	Ruh Metini
8109	Gölge Metini
8110	Dayanýklýlýk Metini
8111	Þeytan Metini
8112	Düþüþ Metini
8113	Ölüm Metini
8114	Katil Metini
8115	Ay Metini
8120	ZÇ: Dað Metini
8121	ZÇ: Ýntikam Metini
8122	ZÇ: Kimsesizlik Metini
8123	ZÇ: Kibir Metini
8124	ZÇ: Cehennm Ateþi Metini
8125	ZÇ: Ýntikam Metini
8126	ZÇ: Aðaç Yaratýðý Metini
8127	ZÇ: Orman Metini
8130	TS: Dað Metini
8131	TS: Ýntikam Metini
8132	TS: Kimsesizlik Metini
8133	TS: Kibir Metini
8134	TS: Cehennm Ateþi Metini
8135	TS: Ayaz Metini
8136	TS: Aðaç Yaratýðý Metini
8137	TS: Orman Metini
8200	Çikolata Metin Taþý
8201	Çikolata Metin Taþý
8203	Aydýnlanma Metini
8204	Yumurta Bayramý Metini
8205	Yumurta Bayramý Metini
8206	Yumurta Bayramý Metini
8501	Yabani Köpek
8502	Yaban Domuzu
8503	Ayý
8504	Beyaz Kaplan
8505	Siyah Dev Ork
8506	Aðaç Kurbaðasý Lideri
8507	Çöl Haydutu
8508	Mistik Ýþkenceci
8509	Mistik Haberci
8510	Alev Savaþçý
8511	Buz Golemi
8600	¿õ±Í´ëÁ·Àå
8601	¿õ±Í´ëÁ·Àå
8602	¹Ð±³´ëÁÖ±³
8603	¹Ð±³´ëÁÖ±³
8604	¸í»ç±Í¿Õ
8605	¸í»ç±Í¿Õ
8606	»ç½Å
8607	»ç½Å
8608	±¸¹ÌÈ£
8609	±¸¹ÌÈ£
8610	´©··Åõ¹ü±Í
8611	´©··Åõ¹ü±Í
8612	¿©¿Õ°Å¹Ì
8613	¿©¿Õ°Å¹Ì
8614	°Å´ë»ç¸·°ÅºÏ
8615	°Å´ë»ç¸·°ÅºÏ
8616	Billy Loomis
8617	Jack Torrance
8618	Chucky
8619	Zep Hindle
8620	Jason
8621	Michael Myers
8622	Freddy Krüger
8623	Deri Surat
9001	Silah Satýcýsý
9002	Zýrh Satýcýsý
9003	Satýcý
9004	Olay Yardýmcýsý
9005	Depocu
9006	Yaþlý Kadýn
9007	Silah Satýcýsý
9008	Zýrh Satýcýsý
9009	Balýkçý
9010	Genel Depocu Helen
9011	Evlenme Tasarýmcýsý
9012	Iþýnlayýcý
9013	Yanýlsama tüccarý
10001	Jayang_Bölgesi 4002 8995
10002	YounganBölgesi 4503 9050
10003	BokjungBölgesi 1118 2161
10004	Joan_Bölgesi 876 2131
10005	Bakra_Bölgesi 9064 2214
10006	Pyungmo_Bölges 9372 2188
10007	YounganBölgesi 4188 9560
10008	Jayang_Bölgesi 3179 8332
10009	Joan_Bölgesi 897 1127
10010	Bokjun_Bölgesi 1759 2210
10011	Pyungmo_Bölges 9343 3143
10012	Bakra_Bölgesi 8348 2926
10013	Hwang_Tapýnaðý 5536 1441
10014	Seungryong 3326 7468
10015	Yongbi_Çölü 3467 6329
10016	Kuahklo_Dong 600 4960
10017	Hwang_Tapýnaðý 5906 1102
10018	Gunsam_Kulesi 2165 7270
10019	Jayang_Bölgesi 3211 9009
10020	Jungrang 1356 43
10021	Bokjun_Bölgesi 1168 2920
10022	Waryong 2219 93
10023	Bakra_Bölgesi 9098 2948
10024	Imha 2718 130
10025	Sohan_Daðý 4993 2984
10026	Lungsam 2887 57
10027	Lungsam 2866 437
10028	Kýzýl_Orman 11199 708
10029	Yýlan_Vadisi 10590 7262
10030	Yongbi_Çölü 3519 6223
10031	Yýlan_Vadisi 10590 7262
10032	Devler_Diyarý 8283 7635
10033	Zin-Grotto 10594 7525
10034	2_Zin-Grotto 10594 7525
10035	Deon-Zeon 917 5253
10036	2_Deon-Zeon 7041 4642
10037	ÀÚ¾çÇö 3809 8233
10038	½Å¼ö¼º 9752 1330
10039	º¹Á¤Çö 1917 2900
10040	Áø³ë¼º 9239 1836
10041	¹Ú¶óÇö 8316 2154
10042	ÃµÁ¶¼º 9772 1850
10043	¼­ÇÑ»ê 3819 2969
10044	½Å¼ö¼º 10189 1484
10045	¼­ÇÑ»ê 3819 2969
10046	½Å¼ö¼º 9774 1501
10047	½Â·æ°î 2699 6752
10048	Áø³ë¼º 9679 1994
10049	½Â·æ°î 2699 6752
10050	Áø³ë¼º 9256 2012
10051	¿µºñ»ç¸· 3478 6189
10052	ÃµÁ¶¼º 9780 1995
10053	¿µºñ»ç¸· 3478 6189
10054	ÃµÁ¶¼º 10190 2002
10055	µµ¿°È­Áö 6011 6874
10056	¼­ÇÑ»ê 4368 2158
10057	½Â·æ°î 3355 7558
10058	¹Ð±³»ç¿ø 5943 1337
10059	¼­ÇÑ»ê 0 10496
10060	¹Ð±³»ç¿ø 1536 10496
10061	Ateþ_Diyarý 4608 10496
10062	½Â·æ°î 6144 10496
10063	±Í¸ñ¸² 3031 266
10064	Àû±Í¸ñ¸² 11133 534
10065	½Å±Í¸ñ¸² 7754 10553
10066	½ÅÀû±Í¸ñ¸² 9915 11195
10067	MaymunZindaný 7752 4477
10068	Jayang_Bölgesi 4062 8756
10069	MaymunZindaný 8520 4477
10070	BokjungBölgesi 1611 2130
10071	MaymunZindaný 9288 4477
10072	Bakra_Bölgesi 8727 2100
10073	Yongbi_Çölü 3061 6202
10074	MaymunZindaný 1352 6532
10075	Yongbi_Çölü 2879 5407
10076	MaymunZindaný 1352 7300
10077	Sürgün_Maðarasý 9 12078
10078	½Â·æ°î 2842 8106
10079	Grotte1 1459 13236
10080	Grotte2 2413 12755
10081	ÃµÀÇµ¿±¼1Ãþ 99 13618
10082	¿µ¾ÈÀ¾¼º 5028 9998
10083	ÃµÀÇµ¿±¼1Ãþ 1360 14972
10084	ÃµÀÇµ¿±¼2Ãþ 2414 14289
10085	ÃµÀÇµ¿±¼1Ãþ 99 15154
10086	Á¶¾ÈÀ¾¼º 616 1148
10087	ÃµÀÇµ¿±¼1Ãþ 1360 16508
10088	ÃµÀÇµ¿±¼2Ãþ 2414 15825
10089	ÃµÀÇµ¿±¼1Ãþ 99 16690
10090	Æò¹«À¾¼º 9609 3188
10091	ÃµÀÇµ¿±¼1Ãþ 1360 18044
10092	ÃµÀÇµ¿±¼2Ãþ 2414 17361
10093	Ejder_Kapýsý 1731 12205
10094	Ejder_Kapýsý 1733 13743
10095	Ejder_Kapýsý 1728 15277
10096	Ejder_Kapýsý 1724 16824
10097	ÖZ2 7040 5235
10098	ÖZ3 984 5711
10099	Burnu 11043 17885
10100	Burnu 10963 16744
10101	Nefrit 10869 16558
10102	Burnu 11664 16779
10103	Yýldýrým 11345 16546
10104	Yýldýrým 11921 16550
10105	Gautama 12263 16811
10106	³ì¸²Áö 8168 15050
10109	ÞimþekSýrtý 451 9492
10110	ÞimþekZirvesi 830 9454
10111	AteþSýrtý 1430 9616
10112	BuzDaðý 690 10169
10113	ÞimþekZirvesi 1023 9623
10114	BuzDaðý 303 10113
10115	AteþZirvesi 2117 9447
10116	AteþSýrtý 1720 9499
10117	RüzgarAdasý 1973 10159
10118	AteþZirvesi 2337 9633
10119	KaranlýkSýrtý 2710 9616
10120	RüzgarAdasý 1582 10111
10121	KaranlýkZirve 3393 9454
10122	KaranlýkSýrtý 3012 9500
10123	ToprakÇölü 3069 10174
10124	KaranlýkZirve 3685 9551
10501	. 345 361
10502	. 106 547
10503	. 75 368
10504	. 89 746
10505	. 520 352
10506	. 541 45
10507	. 211 109
10508	. 615 49
10509	. 284 705
10510	. 145 310
10511	. 553 285
10512	. 487 274
10513	. 626 291
10514	. 285 569
10515	. 80 303
10516	. 315 238
10517	. 416 272
10518	. 72 498
10519	. 215 495
10520	. 523 415
10521	. 72 498
10522	. 518 480
10523	. 583 379
10524	. 459 558
10601	. 345 361
10602	. 520 352
10603	. 487 274
10604	. 75 368
10605	. 211 109
10606	. 215 495
10607	. 315 238
10608	. 520 352
10609	. 284 705
10610	. 145 310
10611	. 416 272
10612	. 80 303
10613	. 72 498
10614	. 106 547
10615	. 523 415
10616	. 541 45
10617	. 72 121
10618	. 518 480
10619	. 89 746
10620	. 285 569
10621	. 615 49
10622	. 72 498
10623	. 583 379
10624	. 459 558
10625	. 609 553
10626	. 594 338
10701	. 75 368
10702	. 541 45
10703	. 615 49
10704	. 284 705
10705	. 520 352
10706	. 553 285
10707	. 145 310
10708	. 345 361
10709	. 523 415
10710	. 72 498
10711	. 626 291
10712	. 487 274
10713	. 72 498
10714	. 106 547
10715	. 518 480
10716	. 285 569
10717	. 80 303
10718	. 211 109
10719	. 416 272
10720	. 215 495
10721	. 315 238
10722	. 89 746
10723	. 583 379
10724	. 459 558
10725	. 609 553
10726	. 594 338
10801	. 70 581
10802	. 69 664
10803	. 132 660
10804	. 184 566
10805	. 285 567
10806	. 272 636
10807	. 191 667
10808	. 345 563
10809	. 400 570
10810	. 68 806
10811	. 140 811
10812	. 189 722
10813	. 274 722
10814	.233 780
10815	. 318 780
10816	. 273 833
10817	.356 717
10818	.412 712
10819	. 372 776
10820	. 354 840
10821	. 366 817
10822	. 420 841
10823	. 94 846
10824	. 63 864
10825	. 131 866
10826	. 59 920
10827	. 91 940
10828	. 135 919
10829	. 194 870
10830	. 243 862
10831	. 312 861
10832	. 373 893
10833	. 406 880
10834	. 422 935
10835	. 500 807
11000	Köy Gardiyaný
11001	Savaþ Sorumlusu
11002	Köy Gardiyaný
11003	Savaþ Sorumlusu
11004	Köy Gardiyaný
11005	Savaþ Sorumlusu
11100	Köy Gardiyaný
11101	Savaþ Sorumlusu
11102	Köy Gardiyaný
11103	Savaþ Sorumlusu
11104	Köy Gardiyaný
11105	Savaþ Sorumlusu
11106	Köy Gardiyaný
11107	Savaþ Sorumlusu
11108	Köy Gardiyaný
11109	Savaþ Sorumlusu
11110	Köy Gardiyaný
11111	Savaþ Sorumlusu
11112	Köy Gardiyaný
11113	Savaþ Sorumlusu
11114	Köy Gardiyaný
11115	Savaþ Sorumlusu
11116	Köy Gardiyaný
11117	Savaþ Sorumlusu
11505	Altýn Kurbaða
11506	Fener
11507	Fener
11508	Fener
11509	Fener
11510	Fener
12000	Kamp Ateþi
13000	Tahta Kapý
13001	Taþ Kapý
14000	Atölye
14001	Atölye
14002	Atölye
14003	Atölye
14004	Atölye
14005	Atölye
14006	Atölye
14007	Atölye
14008	Atölye
14009	Atölye
14010	Sunak
14011	Sunak
14012	Sunak
14013	Sunak
14014	Sunak
14015	Sunak
14016	Sunak
14017	Sunak
14018	Sunak
14019	Sunak
14020	Karargah
14021	Karargah
14022	Karargah
14023	Karargah
14024	Karargah
14025	Karargah
14026	Karargah
14027	Karargah
14028	Karargah
14029	Karargah
14030	Eðitim Kampý
14031	Eðitim Kampý
14032	Eðitim Kampý
14033	Eðitim Kampý
14034	Eðitim Kampý
14035	Eðitim Kampý
14036	Eðitim Kampý
14037	Eðitim Kampý
14038	Eðitim Kampý
14039	Eðitim Kampý
14040	Ocak
14041	Ocak
14042	Ocak
14043	Ocak
14044	Ocak
14045	Ocak
14046	Ocak
14047	Ocak
14048	Ocak
14049	Ocak
20001	Simyacý
20002	Aranyo
20003	Ah-Yu
20004	Dilenci
20005	Yonah
20006	Mirine
20007	Depocu
20008	Octavio
20009	Yaþlý Adam
20010	Seyyar satýcý
20011	Uriel
20012	Yu-Rang
20013	Balýkçý
20014	Taurean
20015	Deokbae
20016	Demirci
20017	Yu-Hwan
20018	Baek-Go
20019	Yang-Shin
20020	Hain Balso
20021	Ariyoung
20022	Huahn-So
20023	Soon
20024	Harang
20025	.
20026	Ji-Ryu
20027	Gillian
20028	Mirinenin Erkek Kardeþi
20029	Midilli
20030	At
20031	Noel Baba
20032	Noel Aðacý
20033	Noel Aðacý
20034	Noel Aðacý
20035	Bayrak
20036	Bayrak
20037	Bayrak
20038	..
20039	.
20040	Emlakçý
20041	Sarhoþ
20042	Seyyar satýcý
20043	.
20044	Silah Ustasý, Stanley
20045	Zýrhçý, Stanton
20046	Kuyumcu, Starbuck
20047	Elmas Damarý
20048	Kehribar Damarý
20049	Fosil Tahta Damarý
20050	Bakýr Damarý
20051	Gümüþ Damarý
20052	Altýn Damarý
20053	Yeþim Damarý
20054	Abanoz Damarý
20055	Midye Yýðýný
20056	Beyaz Altýn Damarý
20057	Kristal Damarý
20058	Kuvars Damarý
20059	Cennetin Gözyaþý Damarý
20060	Elmas Simyacýsý
20061	Kehribar Simyacýsý
20062	Fosil Odun Simyacýsý
20063	Bakýr Simyacýsý
20064	Gümüþ Simyacýsý
20065	Altýn Simyacýsý
20066	Yeþim Simyacýsý
20067	Abanoz Simyacýsý
20068	Ýnci Simyacýsý
20069	Beyaz Altýn Simyacýsý
20070	Kristal Simyacýsý
20071	Ametist Simyacýsý
20072	Cennet Gözyaþý Simyacýsý
20073	Eski Mühür
20074	ÞeytanKulesi SilahUstasý
20075	ÞeytanKulesi Zýrh Ustasý
20076	Þeytan Kulesi Kuyumcusu
20077	Sunak muhafýzý
20078	Sunak muhafýzý
20079	Sunak muhafýzý
20080	Eðitim Rehberi
20081	Çalýntý Geçit Mühürü
20082	Usta
20083	Jegal-Tunseok
20084	Biyolog Chaegirab
20085	Jimjunja
20086	Handu-Up
20087	Wonda-Rim
20088	Shuk-Sal
20089	Pung-Ho
20090	Heuk-Yong
20091	Seon-Pyeong
20092	Hwa-Hee
20093	Koe-Pung
20094	Hong-Hae
20095	Seon-Hae
20096	Dikili taþ
20097	Kale Giriþi
20098	Kale Giriþi
20099	Kale Giriþi
20101	Beyaz At
20102	Kahverengi At
20103	Siyah At
20104	Beyaz At
20105	Kahverengi At
20106	Siyah At
20107	Beyaz At
20108	Kahverengi At
20109	Siyah At
20110	Yaban Domuzu
20111	Kurt
20112	Kaplan
20113	Aslan
20114	Beyaz Aslan
20115	Savaþ Yaban Domuzu
20116	Kýzgýn Kurt
20117	Vahþi Kaplan
20118	Yýrtýcý Aslan
20119	Asil Kara Yaðýz Atý
20120	Ã»ÀÇÀü°©È£
20121	ÁøÀûÀÇÀü°©È£
20122	È²ÀÇÀü°©È£
20123	³ìÀÇÀü°©È£
20124	ÈæÀÇÀü°©È£
20125	¹éÀÇÀü°©È£
20126	Noel Baba
20127	Yýl dönümü flamasý 1
20128	Yýl dönümü flamasý 2
20129	Yýl dönümü flamasý 3
20130	Yýl dönümü flamasý 4
20131	Yýl dönümü flamasý 5
20132	Yýl dönümü flamasý 6
20133	Yýl dönümü flamasý 7
20134	Güneþ flamasý
20135	Noel Flamasý
20139	Lonca flamasý (eflatun)
20140	Lonca flam. (mavi/yeþil)
20141	Lonca flama (kýr./altýn)
20138	Ramazan flamasý
20142	Cadýlar Bayramý Flamasý
20143	Paskalya afiþi
20201	Àü°©¿ø
20202	Àü°©¶û
20203	Àü°©È£
20204	Àü°©»çÀÚ
20205	³­ÆøÇÑ Àü°©¿ø
20206	³­ÆøÇÑ Àü°©¶û
20207	³­ÆøÇÑ Àü°©È£
20208	³­ÆøÇÑ Àü°©»çÀÚ
20209	¿ë¸ÍÇÑ Àü°©¿ø
20210	¿ë¸ÍÇÑ Àü°©¶û
20211	¿ë¸ÍÇÑ Àü°©È£
20212	¿ë¸ÍÇÑ Àü°©»çÀÚ
20213	Àü°©¼ý¼ø·Ï
20214	³­ÆøÇÑ Àü°©¼ý¼ø·Ï
20215	¿ë¸ÍÇÑ Àü°©¼ý¼ø·Ï
20216	Àü°©¾Ï¼ø·Ï
20217	³­ÆøÇÑ Àü°©¾Ï¼ø·Ï
20218	¿ë¸ÍÇÑ Àü°©¾Ï¼ø·Ï
20219	blackpony
20220	Å©¸®½º¸¶½º ¼ø·Ï
20221	Àü°©¹é¿õ
20222	Àü°©ÆÒ´õ
20223	Àü°©¼®·æÀÚ
20224	³­ÆøÇÑ Àü°©¼®·æÀÚ
20225	¿ë¸ÍÇÑ Àü°©¼®·æÀÚ
20226	ÈæÀ¯´ÏÄÜ
20227	¹éÀ¯´ÏÄÜ
20228	Àü°©¸ÍÁ¶
20229	³­ÆøÇÑ Àü°©¸ÍÁ¶
20230	¿ë¸ÍÇÑ Àü°©¸ÍÁ¶
20231	Àü°©Èæ¹ü
20232	Àü°©Ç¥¹ü
20233	Muffin (kahve aksesuar)
20234	Nugget (kahve aksesuar)
20235	Muffin (mavi aksesuar)
20236	Nugget (mavi aksesuar)
20237	Muffin (yeþil aksesuar)
20238	Nugget (yeþil aksesuar)
20239	Þimþek
20240	Gümbürtü
20241	Nugget (lacivert)
20242	Muffin (gül rengi)
20243	Kizaghan'ýn Atý
20244	Nirvana Ejderhasý
20245	Samsara Ejderhasý
20246	Manni
20247	Manu
20248	Kahverengi Dövüþ Tülüsü
20249	Siyah Dövüþ Tülüsü
20250	Lav Cehennemi Keleri
20251	Buz Cehennemi Keleri
20252	Magma ejderi
20253	Appaloosa
20254	Beyaz tavþan
20255	Ay tavþaný
20257	Bernie
20258	Maviþ Barry
20259	Kerberos (altýn)
20260	Kerberos (gümüþ)
20261	Spektral at
20262	At Nokturnat
20263	Gece Kanadý
20264	Karanlýk kanat
20265	Ay gölgesi
20266	Gümüþ yýldýz
20267	Altýn savaþ hayvaný
20268	Gümüþ savaþ hayvaný
20269	Beyaz Sfenks
20270	Taþ Sfenks
20300	Bedensel Savaþ Öðretmeni
20301	Zihinsel Savaþ Öðretmeni
20302	Yakýn Dövüþ Öðretmeni
20303	Uzak Dövüþ Öðretmeni
20304	Büyülü Silah Öðretmeni
20305	Kara Büyü Öðretmeni
20306	Ejderha Gücü Öðretmeni
20307	Ýyileþtirme Öðretmeni
20320	Bedensel Savaþ Öðretmeni
20321	Zihinsel Savaþ Öðretmeni
20322	Yakýn Dövüþ Öðretmeni
20323	Uzak Dövüþ Öðretmeni
20324	Büyülü Silah Öðretmeni
20325	Kara Büyü Öðretmeni
20326	Ejderha Gücü Öðretmeni
20327	Ýyileþtirme Öðretmeni
20340	Bedensel Savaþ Öðretmeni
20341	Zihinsel Savaþ Öðretmeni
20342	Yakýn Dövüþ Öðretmeni
20343	Uzak Dövüþ Öðretmeni
20344	Büyülü Silah Öðretmeni
20345	Kara Büyü Öðretmeni
20346	Ejderha Gücü Öðretmeni
20347	Ýyileþtirme Öðretmeni
20348	Þeytan Kulesi Bekçisi
20349	Seyis
20350	Zindan Bekçisi
20351	Salon Bekçisi
20352	Hasun Taþ Anýtý
20353	Seul Rong Taþ Anýtý
20354	Þehir Bekçisi
20355	Yüzbaþý
20356	Ginseng Toplayýcýsý
20357	Weol Anýtý
20358	Ýsimsiz Çiçekler
20359	Eski Kutu ile Kaðýtlar
20360	Wha Anýtý
20361	Su Anýtý
20362	Mok Anýtý
20363	Gum Anýtý
20364	Nakajima
20365	To Anýtý
20366	Sa-Soe
20367	Katakomb Bekçisi
20368	Seyyar satýcý
20369	Lee Chung
20370	Zehirlenen Asker
20371	Eski Mezar Taþý
20372	Aþýnmýþ Taþ Levha
20373	Koruma Görevlisi
20374	Bekçi
20375	Ahþap Barikat
20376	Kim Rim
20377	Yak-Hwan
20378	Amiral Angmur
20379	Yaralý Asker
20380	Yon-I Gezgini
20381	Konfüçyus
20382	Kaya Çiçeði
20383	Jae-Seon Kim
20384	Noel Aðacý
20385	Am-heh Yutaðý
20386	Ýsfet Steli
20387	Kader Kilidi
20388	Ejderha Kapýsý
20389	NoNAme
20390	Taramor Mezar Taþý
20391	Güneþ Bitkisi
20392	Ölü Asker
20393	Yaralý Asker
20394	Ateþ Diyarý Bekçisi
20395	Buz Daðý Muhafýzý
20396	Àû¼ö»ó´Ü ÆÇ¸Å¿ø
20397	Buz Aslaný
20398	Arktos Küpü
20399	Kuzeyli Ejderha Sütunu
20400	Bilge Myonghorang
