ITEM_VNUM~RANGE	ITEM_NAME(K)	ITEM_TYPE	SUB_TYPE	SIZE	ANTI_FLAG	FLAG	ITEM_WEAR	IMMUNE	GOLD	SHOP_BUY_PRICE	REFINE	REFINESET	MAGIC_PCT	LIMIT_TYPE0	LIMIT_VALUE0	LIMIT_TYPE1	LIMIT_VALUE1	ADDON_TYPE0	ADDON_VALUE0	ADDON_TYPE1	ADDON_VALUE1	ADDON_TYPE2	ADDON_VALUE2	VALUE0	VALUE1	VALUE2	VALUE3	VALUE4	VALUE5	Specular	SOCKET	ATTU_ADDON
2140	È²·æ´ë±Ã+0	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	250000	2141	100	15	LEVEL	65	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	0	0	187	293	0	0	3	0
2141	È²·æ´ë±Ã+1	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	275000	2142	101	15	LEVEL	65	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	0	0	187	293	8	0	3	0
2142	È²·æ´ë±Ã+2	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	305000	2143	102	15	LEVEL	65	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	0	0	187	293	17	0	3	0
2143	È²·æ´ë±Ã+3	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	350000	2144	103	15	LEVEL	65	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	0	0	187	293	27	0	3	0
2144	È²·æ´ë±Ã+4	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	415000	2145	104	15	LEVEL	65	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	0	0	187	293	38	30	3	0
2145	È²·æ´ë±Ã+5	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	520000	2146	105	15	LEVEL	65	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	0	0	187	293	50	40	3	0
2146	È²·æ´ë±Ã+6	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	680000	2147	106	15	LEVEL	65	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	0	0	187	293	63	50	3	0
2147	È²·æ´ë±Ã+7	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	915000	2148	107	15	LEVEL	65	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	0	0	187	293	77	65	3	0
2148	È²·æ´ë±Ã+8	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	1280000	2149	108	15	LEVEL	65	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	0	0	187	293	102	80	3	0
2149	È²·æ´ë±Ã+9	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	1925000	2160	501	15	LEVEL	65	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	0	0	187	293	137	100	3	0
2150	È£¾Æ°¢±Ã+0	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	20000	30000	2151	352	15	LEVEL	30	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	0	0	85	178	0	0	2	-1
2151	È£¾Æ°¢±Ã+1	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	20000	33000	2152	353	15	LEVEL	30	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	0	0	85	178	7	0	2	-1
2152	È£¾Æ°¢±Ã+2	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	20000	36500	2153	354	15	LEVEL	30	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	0	0	85	178	13	0	2	-1
2153	È£¾Æ°¢±Ã+3	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	20000	41500	2154	355	15	LEVEL	30	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	0	0	85	178	20	0	2	-1
2154	È£¾Æ°¢±Ã+4	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	20000	50000	2155	356	15	LEVEL	30	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	0	0	85	178	26	30	2	-1
2155	È£¾Æ°¢±Ã+5	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	20000	62500	2156	357	15	LEVEL	30	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	0	0	85	178	35	40	2	-1
2156	È£¾Æ°¢±Ã+6	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	20000	81500	2157	358	15	LEVEL	30	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	0	0	85	178	44	50	2	-1
2157	È£¾Æ°¢±Ã+7	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	20000	110000	2158	359	15	LEVEL	30	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	0	0	85	178	55	65	2	-1
2158	È£¾Æ°¢±Ã+8	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	20000	154000	2159	360	15	LEVEL	30	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	0	0	85	178	66	80	2	-1
2159	È£¾Æ°¢±Ã+9	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	20000	231000	0	0	15	LEVEL	30	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	0	0	85	178	79	100	2	-1
2160	ÁøÈ²·æ´ë±Ã+0	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	250000	2161	502	15	LEVEL	80	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_ATTBONUS_DEVIL	2	APPLY_ATTBONUS_HUMAN	2	0	0	0	187	293	138	0	3	0
2161	ÁøÈ²·æ´ë±Ã+1	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	275000	2162	503	15	LEVEL	80	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_ATTBONUS_DEVIL	3	APPLY_ATTBONUS_HUMAN	3	0	0	0	187	289	143	0	3	0
2162	ÁøÈ²·æ´ë±Ã+2	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	305000	2163	504	15	LEVEL	82	LIMIT_NONE	0	APPLY_ATT_SPEED	16	APPLY_ATTBONUS_DEVIL	4	APPLY_ATTBONUS_HUMAN	4	0	0	0	187	285	149	0	3	0
2163	ÁøÈ²·æ´ë±Ã+3	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	350000	2164	505	15	LEVEL	82	LIMIT_NONE	0	APPLY_ATT_SPEED	17	APPLY_ATTBONUS_DEVIL	5	APPLY_ATTBONUS_HUMAN	5	0	0	0	187	281	156	0	3	0
2164	ÁøÈ²·æ´ë±Ã+4	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	415000	2165	506	15	LEVEL	84	LIMIT_NONE	0	APPLY_ATT_SPEED	18	APPLY_ATTBONUS_DEVIL	6	APPLY_ATTBONUS_HUMAN	6	0	0	0	187	276	164	30	3	0
2165	ÁøÈ²·æ´ë±Ã+5	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	520000	2166	507	15	LEVEL	84	LIMIT_NONE	0	APPLY_ATT_SPEED	20	APPLY_ATTBONUS_DEVIL	7	APPLY_ATTBONUS_HUMAN	7	0	0	0	187	271	173	40	3	0
2166	ÁøÈ²·æ´ë±Ã+6	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	680000	2167	508	15	LEVEL	86	LIMIT_NONE	0	APPLY_ATT_SPEED	22	APPLY_ATTBONUS_DEVIL	8	APPLY_ATTBONUS_HUMAN	8	0	0	0	187	266	183	50	3	0
2167	ÁøÈ²·æ´ë±Ã+7	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	915000	2168	509	15	LEVEL	86	LIMIT_NONE	0	APPLY_ATT_SPEED	24	APPLY_ATTBONUS_DEVIL	9	APPLY_ATTBONUS_HUMAN	9	0	0	0	187	260	194	65	3	0
2168	ÁøÈ²·æ´ë±Ã+8	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	1280000	2169	510	15	LEVEL	88	LIMIT_NONE	0	APPLY_ATT_SPEED	27	APPLY_ATTBONUS_DEVIL	10	APPLY_ATTBONUS_HUMAN	10	0	0	0	187	254	206	80	3	0
2169	ÁøÈ²·æ´ë±Ã+9	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	1925000	2370	610	15	LEVEL	90	LIMIT_NONE	0	APPLY_ATT_SPEED	30	APPLY_ATTBONUS_DEVIL	12	APPLY_ATTBONUS_HUMAN	12	0	0	0	187	247	223	100	3	0
2170	Ã¶ÆÐ½Å±Ã+0	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	250000	2171	100	15	LEVEL	75	LIMIT_NONE	0	APPLY_ATT_SPEED	17	APPLY_NONE	0	APPLY_NONE	0	0	0	0	190	290	0	0	3	-1
2171	Ã¶ÆÐ½Å±Ã+1	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	275000	2172	101	15	LEVEL	75	LIMIT_NONE	0	APPLY_ATT_SPEED	18	APPLY_NONE	0	APPLY_NONE	0	0	0	0	190	290	6	0	3	-1
2172	Ã¶ÆÐ½Å±Ã+2	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	305000	2173	102	15	LEVEL	75	LIMIT_NONE	0	APPLY_ATT_SPEED	19	APPLY_NONE	0	APPLY_NONE	0	0	0	0	190	290	13	0	3	-1
2173	Ã¶ÆÐ½Å±Ã+3	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	350000	2174	103	15	LEVEL	75	LIMIT_NONE	0	APPLY_ATT_SPEED	20	APPLY_NONE	0	APPLY_NONE	0	0	0	0	190	290	21	0	3	-1
2174	Ã¶ÆÐ½Å±Ã+4	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	415000	2175	104	15	LEVEL	75	LIMIT_NONE	0	APPLY_ATT_SPEED	21	APPLY_NONE	0	APPLY_NONE	0	0	0	0	190	290	30	30	3	-1
2175	Ã¶ÆÐ½Å±Ã+5	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	520000	2176	105	15	LEVEL	75	LIMIT_NONE	0	APPLY_ATT_SPEED	22	APPLY_NONE	0	APPLY_NONE	0	0	0	0	190	290	40	40	3	-1
2176	Ã¶ÆÐ½Å±Ã+6	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	680000	2177	106	15	LEVEL	75	LIMIT_NONE	0	APPLY_ATT_SPEED	23	APPLY_NONE	0	APPLY_NONE	0	0	0	0	190	290	51	50	3	-1
2177	Ã¶ÆÐ½Å±Ã+7	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	915000	2178	107	15	LEVEL	75	LIMIT_NONE	0	APPLY_ATT_SPEED	24	APPLY_NONE	0	APPLY_NONE	0	0	0	0	190	290	63	65	3	-1
2178	Ã¶ÆÐ½Å±Ã+8	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	1280000	2179	108	15	LEVEL	75	LIMIT_NONE	0	APPLY_ATT_SPEED	25	APPLY_NONE	0	APPLY_NONE	0	0	0	0	190	290	76	80	3	-1
2179	Ã¶ÆÐ½Å±Ã+9	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	1925000	0	0	15	LEVEL	75	LIMIT_NONE	0	APPLY_ATT_SPEED	26	APPLY_NONE	0	APPLY_NONE	0	0	0	0	190	290	90	100	3	-1
2180	Ã»·æ´ë±Ã+0	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	2225000	2181	100	15	LEVEL	70	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_EXP_DOUBLE_BONUS	2	APPLY_NONE	0	0	0	0	187	293	0	0	3	0
2181	Ã»·æ´ë±Ã+1	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	2300000	2182	101	15	LEVEL	70	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_EXP_DOUBLE_BONUS	3	APPLY_NONE	0	0	0	0	187	293	6	0	3	0
2182	Ã»·æ´ë±Ã+2	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	2675000	2183	102	15	LEVEL	70	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_EXP_DOUBLE_BONUS	4	APPLY_NONE	0	0	0	0	187	293	13	0	3	0
2183	Ã»·æ´ë±Ã+3	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	3500000	2184	103	15	LEVEL	70	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_EXP_DOUBLE_BONUS	5	APPLY_NONE	0	0	0	0	187	293	21	0	3	0
2184	Ã»·æ´ë±Ã+4	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	5500000	2185	104	15	LEVEL	70	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_EXP_DOUBLE_BONUS	6	APPLY_NONE	0	0	0	0	187	293	30	30	3	0
2185	Ã»·æ´ë±Ã+5	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	7000000	2186	105	15	LEVEL	70	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_EXP_DOUBLE_BONUS	8	APPLY_NONE	0	0	0	0	187	293	40	40	3	0
2186	Ã»·æ´ë±Ã+6	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	7100000	2187	106	15	LEVEL	70	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_EXP_DOUBLE_BONUS	10	APPLY_NONE	0	0	0	0	187	293	51	50	3	0
2187	Ã»·æ´ë±Ã+7	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	7200000	2188	107	15	LEVEL	70	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_EXP_DOUBLE_BONUS	12	APPLY_NONE	0	0	0	0	187	293	63	65	3	0
2188	Ã»·æ´ë±Ã+8	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	7400000	2189	108	15	LEVEL	70	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_EXP_DOUBLE_BONUS	15	APPLY_NONE	0	0	0	0	187	293	76	80	3	0
2189	Ã»·æ´ë±Ã+9	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	7600000	3059	0	15	LEVEL	70	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_EXP_DOUBLE_BONUS	20	APPLY_NONE	0	0	0	0	187	293	90	100	3	0
2190	¿µ½Å°¢±Ã+0	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	80000	80000	2191	100	15	LEVEL	38	LIMIT_NONE	0	APPLY_ATT_SPEED	24	APPLY_NONE	0	APPLY_NONE	0	0	0	0	106	206	0	0	3	0
2191	¿µ½Å°¢±Ã+1	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	80000	90000	2192	101	15	LEVEL	40	LIMIT_NONE	0	APPLY_ATT_SPEED	24	APPLY_NONE	0	APPLY_NONE	0	0	0	0	106	206	6	0	3	0
2192	¿µ½Å°¢±Ã+2	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	80000	95000	2193	102	15	LEVEL	42	LIMIT_NONE	0	APPLY_ATT_SPEED	24	APPLY_NONE	0	APPLY_NONE	0	0	0	0	106	206	12	0	3	0
2193	¿µ½Å°¢±Ã+3	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	80000	110000	2194	103	15	LEVEL	44	LIMIT_NONE	0	APPLY_ATT_SPEED	24	APPLY_NONE	0	APPLY_NONE	0	0	0	0	106	206	18	0	3	0
2194	¿µ½Å°¢±Ã+4	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	80000	135000	2195	104	15	LEVEL	46	LIMIT_NONE	0	APPLY_ATT_SPEED	24	APPLY_NONE	0	APPLY_NONE	0	0	0	0	106	206	24	30	3	0
2195	¿µ½Å°¢±Ã+5	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	80000	165000	2196	105	15	LEVEL	48	LIMIT_NONE	0	APPLY_ATT_SPEED	24	APPLY_NONE	0	APPLY_NONE	0	0	0	0	106	206	32	40	3	0
2196	¿µ½Å°¢±Ã+6	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	80000	215000	2197	106	15	LEVEL	50	LIMIT_NONE	0	APPLY_ATT_SPEED	24	APPLY_NONE	0	APPLY_NONE	0	0	0	0	106	206	41	50	3	0
2197	¿µ½Å°¢±Ã+7	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	80000	295000	2198	107	15	LEVEL	52	LIMIT_NONE	0	APPLY_ATT_SPEED	24	APPLY_NONE	0	APPLY_NONE	0	0	0	0	106	206	51	65	3	0
2198	¿µ½Å°¢±Ã+8	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	80000	410000	2199	108	15	LEVEL	54	LIMIT_NONE	0	APPLY_ATT_SPEED	24	APPLY_NONE	0	APPLY_NONE	0	0	0	0	106	206	62	80	3	0
2199	¿µ½Å°¢±Ã+9	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	80000	615000	0	0	15	LEVEL	56	LIMIT_NONE	0	APPLY_ATT_SPEED	24	APPLY_NONE	0	APPLY_NONE	0	0	0	0	106	206	74	100	3	0
2200	½ÊÀÌÁö±Ã+0	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	222500	2201	390	15	LEVEL	105	LIMIT_NONE	0	APPLY_ATT_SPEED	18	APPLY_NONE	0	APPLY_NONE	0	0	0	0	237	436	0	0	3	0
2201	½ÊÀÌÁö±Ã+1	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	230000	2202	391	15	LEVEL	105	LIMIT_NONE	0	APPLY_ATT_SPEED	19	APPLY_NONE	0	APPLY_NONE	0	0	0	0	237	436	10	0	3	0
2202	½ÊÀÌÁö±Ã+2	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	267500	2203	392	15	LEVEL	105	LIMIT_NONE	0	APPLY_ATT_SPEED	20	APPLY_NONE	0	APPLY_NONE	0	0	0	0	237	436	14	0	3	0
2203	½ÊÀÌÁö±Ã+3	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	350000	2204	393	15	LEVEL	105	LIMIT_NONE	0	APPLY_ATT_SPEED	21	APPLY_NONE	0	APPLY_NONE	0	0	0	0	237	436	22	0	3	0
2204	½ÊÀÌÁö±Ã+4	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	550000	2205	394	15	LEVEL	105	LIMIT_NONE	0	APPLY_ATT_SPEED	22	APPLY_NONE	0	APPLY_NONE	0	0	0	0	237	436	33	30	3	0
